id,address,region,state,city,neighborhood,sub_neighborhood,locality,latitude,longitude,data,police_action,agent_presence,police_unit,main_reason,complementary_reason,clippings,massacre,id_victim,type,situation,circumstances,deathDate,personType,age,ageGroup,genre,race,place,serviceStatus,qualifications,politicalPosition,politicalStatus,partie,coorporation,agentPosition,agentStatus,unit
156,"Rua Álvares de Azevedo - Cachambi, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,JACAREZINHO,,JACAREZINHO,-22.8904476166,-43.2634544373,"07/07/2016, 01:24:00",true,true,N�o identificado,Ação policial,,,false,a4a939f0-94c6-4518-b1cf-90f49a6fb86c,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
236,"Rodovia Presidente Dutra, Belford Roxo - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Nova Iguaçu,PRATA,VILA SANTO ANTONIO,,-22.7638092041,-43.4180793762,"07/07/2016, 02:30:00",true,true,N�o identificado,Ação policial,,Perseguição,false,a2d4dc25-51e7-45ee-abc7-d8d9d3dc5c41,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
149,"Rua Goiás - Centro, São João de Meriti - RJ, Brasil",Sudeste,Rio de Janeiro,São João de Meriti,CENTRO,,,-22.7999439240,-43.3583488464,"07/07/2016, 10:03:00",false,false,,Homicidio/Tentativa,,,false,d816e4f4-9223-4118-ab6a-974490d9c8ae,People,dead,,"07/07/2016, 10:03:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
250,"Via Light - Centro, Nova Iguaçu - RJ, 26210-130, Brasil",Sudeste,Rio de Janeiro,Nova Iguaçu,CENTRO,,,-22.7581949000,-43.4484413000,"07/07/2016, 15:51:00",true,true,N�o identificado,Ação policial,,Perseguição,false,e850c6d0-9404-4d7c-a126-c8d23bac4c0d,People,dead,,"07/07/2016, 15:51:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
250,"Via Light - Centro, Nova Iguaçu - RJ, 26210-130, Brasil",Sudeste,Rio de Janeiro,Nova Iguaçu,CENTRO,,,-22.7581949000,-43.4484413000,"07/07/2016, 15:51:00",true,true,N�o identificado,Ação policial,,Perseguição,false,2d6e134c-975d-4acc-8227-e8710d624325,People,wounded,,"31/12/1899, 20:53:32",Agent,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,em serviço,
173,"Rua Antônio Basílio - Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,,-22.9269218445,-43.2378234863,"07/07/2016, 20:09:00",false,false,,Tentativa/Roubo,,,false,c9229924-c426-4fd6-a042-ed82c138baf8,People,dead,,"07/07/2016, 20:09:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
119,"Santa Amelia, Belford Roxo - RJ, Brasil",Sudeste,Rio de Janeiro,Belford Roxo,SANTA AMELIA,,,-22.7464790344,-43.3885459900,"07/07/2016, 20:50:00",true,true,N�o identificado,Tentativa/Roubo,,,false,fe987d5d-149c-47ad-bc12-aa0339fd5e03,People,wounded,,"31/12/1899, 20:53:32",Civilian,,adulto,mulher cis,Não identificado,automóvel,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
252,"Itaguaí, RJ, Brasil",Sudeste,Rio de Janeiro,Itaguaí,NI,,,-22.8631923000,-43.7779091000,"08/07/2016, 16:01:00",false,true,,Tentativa/Roubo,,,false,6b129c06-54b7-4ad7-b8c6-8c82dcab6596,People,dead,,"08/07/2016, 16:01:00",Agent,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,aposentado / exonerado,
197,"Rua Olegário Mariano - Vila São Luiz, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,VILA SAO LUIZ,,,-22.7723636627,-43.2912292480,"08/07/2016, 18:30:00",false,false,,Homicidio/Tentativa,,,false,675ac4ca-7f94-4529-b1ae-93df7cbf0c2e,People,dead,,"08/07/2016, 18:30:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
233,"Praça Nilo Peçanha - Centro, Nilópolis - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Nilópolis,CENTRO,,,-22.8100528717,-43.4196357727,"08/07/2016, 19:20:00",false,false,,Não identificado,,,false,a35f67dd-7444-4ba9-babf-86d1715b8773,People,dead,,"08/07/2016, 19:20:00",Civilian,31,adulto,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
237,"Av. Brasil - Maré, Rio de Janeiro - RJ, 21040-361, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,MARE,,COMPLEXO DA MARE,-22.8760303000,-43.2420313000,"09/07/2016, 07:30:00",false,true,,Tentativa/Roubo,,,false,ea4853b3-350b-437f-9e46-76d42be0aaa5,People,wounded,,"31/12/1899, 20:53:32",Agent,,adulto,homem cis,Não identificado,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,fora de serviço,
238,"Rua Cruzeiro do Sul, Duque de Caxias - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,São João de Meriti,JARDIM SUMARE,,,-22.7800464630,-43.3309516907,"10/07/2016, 02:00:00",false,true,,Ataque a civis,,Bar,false,4fbeb377-4f92-4e24-9aa8-d0f9a84a9ff4,People,dead,,"10/07/2016, 02:00:00",Civilian,30,adulto,homem cis,Não identificado,bar,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
239,"Jardim América, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,JARDIM AMERICA,,,-22.8114871979,-43.3207168579,"10/07/2016, 04:00:00",false,false,,Não identificado,,,false,a198b85f-e1ee-48cc-a7f1-e9cb2fd36944,People,dead,,"10/07/2016, 04:00:00",Civilian,38,adulto,mulher cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
222,Morro da Caixa D'Água - Santa Teresa - Belford Roxo,Sudeste,Rio de Janeiro,Belford Roxo,PAULINE,,MORRO DA CAIXA D'AGUA (PAULINE),-22.7403660000,-43.3524660000,"10/07/2016, 15:15:00",true,true,N�o identificado,Ação policial,,,false,597b0500-931f-4d51-83af-bd987bd3ae1e,People,dead,,"10/07/2016, 15:15:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
240,"R. Barão do Bom Retiro - Vila Isabel, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ENGENHO NOVO,,MORRO SAO JOAO,-22.9190555000,-43.2617101000,"10/07/2016, 19:54:00",true,true,N�o identificado,Ação policial,,,false,75f3c453-0122-4bfa-89f2-9ca2420cdd30,People,wounded,,"31/12/1899, 20:53:32",Agent,,adulto,homem cis,Não identificado,automóvel,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,em serviço,
240,"R. Barão do Bom Retiro - Vila Isabel, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,ENGENHO NOVO,,MORRO SAO JOAO,-22.9190555000,-43.2617101000,"10/07/2016, 19:54:00",true,true,N�o identificado,Ação policial,,,false,f167364c-4244-4f90-a87c-6ba47c7491f6,People,dead,,"10/07/2016, 19:54:00",Agent,26,adulto,homem cis,Não identificado,automóvel,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,em serviço,
5322,"Apollo III, São Gonçalo - RJ, 24800, Brasil",Sudeste,Rio de Janeiro,São Gonçalo,APOLLO III,,,-22.7834425000,-42.9438267000,"10/07/2016, 21:00:00",false,true,,Homicidio/Tentativa,,Bar,false,3cb7c4bf-d5a0-4dbf-9384-795cead1e0d8,People,dead,,"10/07/2016, 21:00:00",Agent,54,adulto,homem cis,Não identificado,bar,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,aposentado / exonerado,
249,"Vila Aliança - Bangu, Rio de Janeiro - RJ, 21842-340, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,VILA ALIANCA,-22.8694071000,-43.4790849000,"11/07/2016, 02:47:00",false,false,,Não identificado,,,false,a473975f-2ce6-4670-9e2d-935325cad0c6,People,dead,,"11/07/2016, 02:47:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
241,"Vila Aliança - Bangu, Rio de Janeiro - RJ, 21842-340, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,VILA ALIANCA,-22.8694071000,-43.4790849000,"11/07/2016, 06:57:00",true,true,N�o identificado,Ação policial,,,false,9290bce6-a91c-40e3-9019-60d2f04faff0,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
241,"Vila Aliança - Bangu, Rio de Janeiro - RJ, 21842-340, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,BANGU,,VILA ALIANCA,-22.8694071000,-43.4790849000,"11/07/2016, 06:57:00",true,true,N�o identificado,Ação policial,,,false,5c044bf0-1d61-44a5-aa8c-1024b8b535e4,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
274,"Lins de Vasconcelos, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,LINS DE VASCONCELOS,,MORRO DO BARRO VERMELHO (COMPLEXO DO LINS),-22.9128704071,-43.2845535278,"12/07/2016, 07:07:00",true,true,N�o identificado,Ação policial,,,false,b1845468-f3d2-4a0c-a264-ab59f30ccf15,People,dead,,"12/07/2016, 07:07:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
498,Morro da Serrinha - Madureira,Sudeste,Rio de Janeiro,Rio de Janeiro,MADUREIRA,,MORRO DA SERRINHA (COMPLEXO DA SERRINHA),-22.8662498000,-43.3275184000,"12/07/2016, 11:09:00",true,true,PM,Ação policial,,,false,e527bfe8-9ed8-4159-9577-34744c8875cb,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
301,"Barbuda, Magé - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Magé,BARBUDA,,,-22.6692638397,-43.0328483582,"12/07/2016, 17:58:00",false,false,,Homicidio/Tentativa,,Presença de político,false,02fb8cff-bcbb-46b1-b638-f36d3ae1d318,People,dead,,"12/07/2016, 17:58:00",Civilian,49,adulto,mulher cis,Não identificado,sem identificação,não se aplica,Político,vereador,pré-candidato,,não se aplica,não se aplica,não se aplica,
302,"Jardim America, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,JARDIM AMERICA,,,-22.8114870000,-43.3207177000,"12/07/2016, 18:01:00",true,true,N�o identificado,Ação policial,,,false,52184f49-b5e5-455f-964b-eda92fe502b1,People,wounded,,"31/12/1899, 20:53:32",Agent,40,adulto,homem cis,Não identificado,sem identificação,não se aplica,Agente de segurança,não se aplica,não se aplica,,polícia militar,não identificado,em serviço,
4784,"Morro da Providencia - Gambôa, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,GAMBOA,,MORRO DA PROVIDENCIA,-22.9002780914,-43.1952781677,"12/07/2016, 21:00:00",false,false,,Não identificado,,,false,b63bfecb-8827-4859-8ed2-547be4eb76aa,People,wounded,,"31/12/1899, 20:53:32",Civilian,,adulto,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
497,"Vicente de Carvalho, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,VICENTE DE CARVALHO,,MORRO DO JURAMENTO (COMPLEXO DO JURAMENTO),-22.8558216095,-43.3157844543,"13/07/2016, 11:06:00",true,true,PM,Ação policial,,,false,9e0f42ad-a418-4311-bb6b-9817565bbb37,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
504,"Passarela Shopping Nova América - Del Castilho, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,DEL CASTILHO,,,-22.8799343109,-43.2713394165,"13/07/2016, 11:14:00",false,false,,Não identificado,,,false,bb5f375e-8000-4bc9-ab39-fe27305dd502,People,dead,,"13/07/2016, 11:14:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
310,"Rua Marangá - Praça Seca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PRACA SECA,,MORRO SAO JOSE OPERARIO (OU MORRO DA BARAO),-22.9001293182,-43.3461608887,"13/07/2016, 19:57:00",true,true,N�o identificado,Ação policial,,,false,dde45527-7eeb-4824-805d-2bac20e240ed,People,dead,,"13/07/2016, 19:57:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
310,"Rua Marangá - Praça Seca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,PRACA SECA,,MORRO SAO JOSE OPERARIO (OU MORRO DA BARAO),-22.9001293182,-43.3461608887,"13/07/2016, 19:57:00",true,true,N�o identificado,Ação policial,,,false,dbf8d7b0-bb8d-4127-b8fe-311849a3db93,People,dead,,"13/07/2016, 19:57:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
386,"Centenário, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,CENTENARIO,VILA CENTENARIO,CORTE 8 (COMPLEXO DA MANGUEIRINHA),-22.7726898193,-43.3125648499,"14/07/2016, 00:00:00",false,false,,Não identificado,,,false,c2b9ec16-9b84-4ec6-b821-fecacededc0f,People,dead,,"14/07/2016, 00:00:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
343,PARQUE DAS Palmeiras Palhada Nova Iguaçu RJ,Sudeste,Rio de Janeiro,Nova Iguaçu,PALHADA,,PARQUE DAS PALMEIRAS,-22.7565841675,-43.5294456482,"14/07/2016, 01:00:00",false,false,,Disputa,,,false,67ec336f-fd7a-411e-978a-30e43efddaec,People,dead,,"14/07/2016, 01:00:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
500,"Morro da Providencia - Gamboa, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,GAMBOA,,MORRO DA PROVIDENCIA,-22.9002780914,-43.1952781677,"14/07/2016, 11:11:00",true,true,PM,Ação policial,,,false,6797656f-8bc6-4b28-ab65-664596e8d143,People,dead,,"14/07/2016, 11:11:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
440,"R. Hadock Lobo, 7 - Est??¡cio",Sudeste,Rio de Janeiro,Rio de Janeiro,ESTACIO,,,-22.9152030945,-43.2072677612,"14/07/2016, 17:30:25",false,false,,Não identificado,,,false,cf904b29-5c59-4f1c-b294-a4fc953b5667,People,dead,,"14/07/2016, 17:30:25",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
360,"Rua Medeiros Pássaro - Tijuca, Rio de Janeiro - RJ, Brasil",Sudeste,Rio de Janeiro,Rio de Janeiro,TIJUCA,,MORRO DA FORMIGA,-22.9388446808,-43.2458076477,"15/07/2016, 01:00:30",false,false,,Não identificado,,,false,1be36548-ccb6-438f-9df5-c2340a22e2bf,People,dead,,"15/07/2016, 01:00:30",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
367,"R. Boa Vista, 795-1929 - AnchietaRio de Janeiro - RJ",Sudeste,Rio de Janeiro,Rio de Janeiro,MANGUINHOS,,COMPLEXO DE MANGUINHOS,-22.8824005127,-43.2458686829,"15/07/2016, 05:15:00",true,true,PM,Operação policial,,,false,e327a626-ab10-44df-9d1b-f756a45096a0,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
507,"Caju, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,CAJU,,COMPLEXO DO CAJU,-22.8792076111,-43.2155532837,"15/07/2016, 11:17:00",false,false,,Não identificado,,,false,27a3c5db-1c7a-4bfa-9c51-90806838fe5e,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
507,"Caju, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,CAJU,,COMPLEXO DO CAJU,-22.8792076111,-43.2155532837,"15/07/2016, 11:17:00",false,false,,Não identificado,,,false,76417e6b-5584-4fbb-8f96-4d2df53f7d5a,People,dead,,"15/07/2016, 11:17:00",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
508,"Irajá, Rio de Janeiro - State of Rio de Janeiro, Brazil",Sudeste,Rio de Janeiro,Rio de Janeiro,IRAJA,,,-22.8387565613,-43.3241806030,"15/07/2016, 11:18:00",false,false,,Não identificado,,,false,b6a8a3bb-8053-46cc-8f93-0d309201a808,People,wounded,,"31/12/1899, 20:53:32",Civilian,,não identificado,não identificado,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
431,"Av. República do Paraguai - Vila Sarapui, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,GRAMACHO,,FAVELA DO DIQUE,-22.7495956421,-43.2995338440,"15/07/2016, 18:10:00",false,false,,Homicidio/Tentativa,,,false,a6f6ed83-395e-4a12-8f98-f5143cbd92b2,People,dead,,"15/07/2016, 18:10:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
439,"Pilar, Duque de Caxias - RJ, Brasil",Sudeste,Rio de Janeiro,Duque de Caxias,PILAR,,,-22.7092514038,-43.2956542969,"15/07/2016, 20:00:00",false,false,,Homicidio/Tentativa,,,false,974b56a2-3f41-4738-96f0-3a60a93b60f5,People,dead,,"15/07/2016, 20:00:00",Civilian,,adulto,homem cis,Não identificado,sem identificação,não se aplica,,não se aplica,não se aplica,,não se aplica,não se aplica,não se aplica,
